now[ms],AHT_tmp[C],AHT_hum,BMP_temp[C],BMP_pres,gx,gy,gz,ax,ay,az,gtemp,magx,magy,magz,volt
66842,0.00,0.00,0.00,0,-15.672,-51.374,-29.580,0.929,0.124,0.188,40.77,675.00,1700.00,-265.00,3093.0000
66872,0.00,0.00,0.00,0,-2.870,-49.099,-41.298,1.120,0.216,-0.072,40.58,652.00,1728.00,-220.00,3092.0000
66913,0.00,0.00,0.00,0,-10.603,-41.092,-14.359,0.962,0.289,0.063,40.67,633.00,1736.00,-175.00,3090.0000
66943,0.00,0.00,0.00,0,-5.336,-37.267,-14.939,0.979,0.219,0.060,40.53,616.00,1733.00,-147.00,3090.0000
66978,0.00,0.00,0.00,0,8.626,-39.237,-4.450,0.985,0.300,0.044,40.39,612.00,1750.00,-125.00,3091.0000
67008,0.00,0.00,0.00,0,7.023,-47.832,22.084,0.947,0.293,-0.024,40.39,626.00,1752.00,-97.00,3092.0000
67038,0.00,0.00,0.00,0,11.664,-58.748,43.092,1.009,0.296,-0.057,40.67,641.00,1765.00,-65.00,3092.0000
67068,0.00,0.00,0.00,0,14.977,-36.244,36.145,1.012,0.130,-0.091,40.58,672.00,1777.00,-42.00,3090.0000
67100,0.00,0.00,0.00,0,26.939,-30.534,26.282,0.916,0.182,-0.074,40.58,686.00,1770.00,2.00,3095.0000
67135,0.00,0.00,0.00,0,19.824,-40.099,41.733,1.083,0.282,-0.284,40.72,720.00,1780.00,22.00,3088.0000
67166,0.00,0.00,0.00,0,15.855,4.664,61.664,1.058,0.194,-0.271,40.58,772.00,1782.00,32.00,3095.0000
67196,0.00,0.00,0.00,0,23.855,22.275,66.023,0.993,0.090,-0.178,40.58,795.00,1783.00,35.00,3094.0000
67226,0.00,0.00,0.00,0,41.809,16.305,57.947,1.064,0.104,-0.140,40.39,830.00,1755.00,12.00,3093.0000
67256,0.00,0.00,0.00,0,24.061,50.191,37.176,1.118,-0.012,-0.219,40.77,866.00,1747.00,-25.00,3091.0000
67292,0.00,0.00,0.00,0,39.168,56.794,50.641,0.999,0.059,-0.115,40.67,900.00,1736.00,-47.00,3092.0000
67322,0.00,0.00,0.00,0,34.145,53.611,36.977,1.040,-0.080,-0.021,40.39,926.00,1711.00,-127.00,3091.0000
67366,0.00,0.00,0.00,0,37.870,75.969,40.397,1.030,-0.029,-0.108,40.77,965.00,1697.00,-165.00,3094.0000
67405,0.00,0.00,0.00,0,34.405,51.099,21.802,1.016,-0.051,0.093,40.67,965.00,1666.00,-215.00,3094.0000
67436,0.00,0.00,0.00,0,31.863,53.237,8.595,1.065,-0.003,-0.037,40.39,975.00,1651.00,-265.00,3093.0000
67471,0.00,0.00,0.00,0,10.099,86.527,17.374,1.132,-0.022,-0.008,40.39,970.00,1627.00,-300.00,3095.0000
67501,0.00,0.00,0.00,0,17.809,93.595,1.504,0.945,-0.143,0.203,40.67,991.00,1590.00,-373.00,3095.0000
67531,0.00,0.00,0.00,0,17.786,47.153,-30.863,0.996,-0.146,0.278,40.44,980.00,1578.00,-428.00,3093.0000
67561,0.00,0.00,0.00,0,23.099,48.382,-42.122,1.100,-0.020,0.213,40.67,938.00,1576.00,-451.00,3093.0000
67591,0.00,0.00,0.00,0,20.458,70.008,-24.802,1.044,0.010,0.184,40.58,907.00,1550.00,-473.00,3093.0000
67642,0.00,0.00,0.00,0,6.908,42.893,-76.504,1.017,-0.092,0.370,40.72,868.00,1503.00,-553.00,3091.0000
67684,0.00,0.00,0.00,0,21.267,37.443,-80.580,0.986,0.138,0.232,40.53,785.00,1493.00,-578.00,3090.0000
67714,0.00,0.00,0.00,0,-7.840,33.954,-69.260,0.954,0.162,0.281,40.58,732.00,1491.00,-591.00,3091.0000
67744,0.00,0.00,0.00,0,-6.305,17.321,-85.740,0.950,0.059,0.398,40.58,710.00,1470.00,-613.00,3093.0000
67774,0.00,0.00,0.00,0,-2.565,-0.069,-84.420,0.928,0.243,0.380,40.44,657.00,1483.00,-603.00,3093.0000
67809,0.00,0.00,0.00,0,4.504,-42.527,-67.809,0.880,0.227,0.464,40.67,607.00,1486.00,-593.00,3091.0000
67840,0.00,0.00,0.00,0,-1.611,-68.427,-44.145,0.993,0.370,0.208,40.67,576.00,1508.00,-556.00,3095.0000
67870,0.00,0.00,0.00,0,-7.687,-51.634,-13.466,0.933,0.258,0.279,40.53,556.00,1547.00,-526.00,3094.0000
67901,0.00,0.00,0.00,0,-7.229,-100.435,-21.031,0.881,0.265,0.354,40.58,550.00,1571.00,-481.00,3083.0000
67941,0.00,0.00,0.00,0,-20.954,-97.840,11.076,1.067,0.328,-0.025,40.39,561.00,1627.00,-371.00,3091.0000
67976,0.00,0.00,0.00,0,-30.023,-57.870,18.328,0.896,0.264,0.118,40.39,583.00,1658.00,-338.00,3093.0000
68007,0.00,0.00,0.00,0,-33.366,-89.740,11.885,0.959,0.267,0.193,40.25,592.00,1687.00,-295.00,3093.0000
68037,0.00,0.00,0.00,0,-23.405,-93.779,22.420,1.046,0.259,0.106,40.53,610.00,1711.00,-222.00,3093.0000
68067,0.00,0.00,0.00,0,-25.603,-62.282,17.282,0.954,0.196,-0.380,40.58,641.00,1731.00,-152.00,3092.0000
68097,0.00,0.00,0.00,0,-57.015,-52.756,23.954,0.995,0.257,-0.110,40.34,660.00,1736.00,-125.00,3094.0000
68133,0.00,0.00,0.00,0,-30.489,-26.000,54.038,1.079,0.236,-0.051,40.67,698.00,1750.00,-97.00,3094.0000
68163,0.00,0.00,0.00,0,-18.008,-19.427,42.076,0.983,0.058,-0.002,40.58,741.00,1747.00,-75.00,3093.0000
68193,0.00,0.00,0.00,0,-10.595,-37.702,27.153,1.079,0.175,-0.032,40.44,756.00,1765.00,-50.00,3095.0000
68224,0.00,0.00,0.00,0,-4.198,-34.786,43.282,1.036,0.163,-0.062,40.86,813.00,1762.00,-7.00,3097.0000
68254,0.00,0.00,0.00,0,10.168,-19.595,42.031,0.992,0.085,-0.014,40.58,821.00,1767.00,-25.00,3091.0000
68289,0.00,0.00,0.00,0,23.763,-12.679,62.847,1.083,0.183,-0.231,40.25,871.00,1760.00,-2.00,3094.0000
68319,0.00,0.00,0.00,0,24.198,27.061,83.053,1.028,0.095,-0.136,40.67,910.00,1741.00,-12.00,3093.0000
68350,0.00,0.00,0.00,0,41.786,24.908,80.237,1.046,-0.025,-0.072,40.44,960.00,1736.00,-40.00,3092.0000
68380,0.00,0.00,0.00,0,38.397,22.221,57.771,1.013,-0.077,-0.039,40.67,1001.00,1692.00,-47.00,3091.0000
68410,0.00,0.00,0.00,0,38.702,32.641,55.008,1.017,-0.050,-0.069,40.39,1040.00,1700.00,-67.00,3094.0000
68446,0.00,0.00,0.00,0,56.145,43.130,69.450,1.007,-0.120,-0.044,40.67,1087.00,1663.00,-120.00,3094.0000
68476,0.00,0.00,0.00,0,63.771,47.695,58.145,0.983,-0.186,0.061,40.53,1111.00,1641.00,-150.00,3095.0000
68506,0.00,0.00,0.00,0,64.580,38.656,54.740,1.090,-0.148,-0.090,40.58,1128.00,1610.00,-212.00,3089.0000
68537,0.00,0.00,0.00,0,61.267,53.458,36.275,0.930,-0.210,0.123,40.53,1160.00,1592.00,-242.00,3095.0000
68567,0.00,0.00,0.00,0,47.908,31.191,10.595,1.007,-0.279,0.023,40.44,1157.00,1556.00,-290.00,3091.0000
68602,0.00,0.00,0.00,0,39.351,47.168,9.786,1.092,-0.160,0.058,40.53,1147.00,1551.00,-328.00,3094.0000
68633,0.00,0.00,0.00,0,28.229,62.252,3.427,1.089,-0.227,0.120,40.67,1142.00,1540.00,-368.00,3091.0000
68663,0.00,0.00,0.00,0,35.779,65.031,-22.237,1.010,-0.255,0.192,40.39,1128.00,1511.00,-418.00,3094.0000
68693,0.00,0.00,0.00,0,26.115,64.779,-29.160,0.992,-0.178,0.188,40.67,1097.00,1501.00,-453.00,3094.0000
68724,0.00,0.00,0.00,0,19.389,59.359,-39.977,1.035,-0.171,0.269,40.53,1080.00,1476.00,-503.00,3091.0000
68759,0.00,0.00,0.00,0,14.931,61.809,-50.847,1.037,-0.134,0.227,40.44,1035.00,1465.00,-526.00,3093.0000
68789,0.00,0.00,0.00,0,18.435,38.672,-46.672,0.936,-0.074,0.357,40.25,998.00,1455.00,-558.00,3095.0000
68820,0.00,0.00,0.00,0,10.244,32.832,-64.153,1.023,-0.120,0.316,40.44,982.00,1450.00,-591.00,3091.0000
68850,0.00,0.00,0.00,0,9.542,33.916,-73.061,0.992,-0.039,0.281,40.39,917.00,1447.00,-608.00,3093.0000
68880,0.00,0.00,0.00,0,-2.954,24.832,-87.779,0.953,-0.004,0.354,40.53,873.00,1433.00,-633.00,3094.0000
68934,0.00,0.00,0.00,0,14.305,-9.031,-90.969,0.997,0.081,0.349,40.86,806.00,1447.00,-616.00,3093.0000
68974,0.00,0.00,0.00,0,-7.779,1.305,-75.870,0.902,0.148,0.346,40.67,730.00,1460.00,-626.00,3094.0000
69005,0.00,0.00,0.00,0,-0.557,-20.840,-71.496,0.908,0.121,0.425,40.53,678.00,1460.00,-613.00,3093.0000
69035,0.00,0.00,0.00,0,4.351,-47.000,-48.076,0.923,0.336,0.333,40.44,643.00,1488.00,-593.00,3095.0000
69065,0.00,0.00,0.00,0,-20.000,-52.481,-30.466,0.961,0.244,0.292,40.39,645.00,1506.00,-566.00,3093.0000
69111,0.00,0.00,0.00,0,-17.794,-44.435,-24.275,1.040,0.237,0.204,40.53,626.00,1556.00,-508.00,3095.0000
69150,0.00,0.00,0.00,0,-13.382,-70.710,-19.794,0.914,0.248,0.346,40.44,615.00,1578.00,-483.00,3092.0000
69180,0.00,0.00,0.00,0,-20.015,-109.641,0.519,1.069,0.289,0.188,40.44,615.00,1610.00,-411.00,3093.0000
69210,0.00,0.00,0.00,0,-11.252,-49.847,-8.221,0.997,0.132,0.017,40.67,621.00,1636.00,-363.00,3091.0000
69240,0.00,0.00,0.00,0,-12.771,-55.687,-14.443,0.918,0.215,0.123,40.53,618.00,1661.00,-333.00,3094.0000
69276,0.00,0.00,0.00,0,-18.099,-101.473,10.679,0.939,0.392,0.152,40.67,623.00,1702.00,-270.00,3091.0000
69306,0.00,0.00,0.00,0,-15.557,-54.290,37.420,1.055,0.187,-0.266,40.72,657.00,1708.00,-210.00,3091.0000
69336,0.00,0.00,0.00,0,-23.733,-30.351,27.710,0.943,0.204,-0.044,40.39,667.00,1718.00,-180.00,3095.0000
69366,0.00,0.00,0.00,0,-13.298,-49.519,36.237,0.976,0.249,0.031,40.39,706.00,1721.00,-177.00,3095.0000
69396,0.00,0.00,0.00,0,4.260,1.374,53.397,1.164,0.131,-0.171,40.53,720.00,1741.00,-125.00,3093.0000
69431,0.00,0.00,0.00,0,25.267,11.053,54.901,1.024,0.126,-0.004,40.53,777.00,1726.00,-142.00,3094.0000
69462,0.00,0.00,0.00,0,39.359,31.588,53.916,1.073,0.145,-0.089,40.34,808.00,1708.00,-157.00,3093.0000
69492,0.00,0.00,0.00,0,34.962,61.115,59.008,1.041,0.123,-0.009,40.53,835.00,1708.00,-187.00,3094.0000
69522,0.00,0.00,0.00,0,45.947,65.473,69.443,0.985,0.082,0.011,40.58,873.00,1690.00,-242.00,3093.0000
69552,0.00,0.00,0.00,0,34.122,66.931,58.099,1.046,0.021,0.035,40.72,905.00,1663.00,-272.00,3091.0000
69587,0.00,0.00,0.00,0,36.031,78.115,56.565,1.036,0.037,0.037,40.44,928.00,1610.00,-351.00,3093.0000
69617,0.00,0.00,0.00,0,24.092,80.924,57.725,1.026,-0.029,0.130,40.53,960.00,1592.00,-391.00,3093.0000
69647,0.00,0.00,0.00,0,24.893,69.679,32.901,1.005,-0.110,0.248,40.44,983.00,1542.00,-426.00,3093.0000
69678,0.00,0.00,0.00,0,24.145,56.389,16.878,0.997,-0.093,0.218,40.67,993.00,1532.00,-476.00,3094.0000
69708,0.00,0.00,0.00,0,23.802,55.237,9.847,1.015,-0.115,0.231,40.58,993.00,1512.00,-503.00,3094.0000
69743,0.00,0.00,0.00,0,18.008,44.397,2.947,0.994,-0.090,0.314,40.44,972.00,1491.00,-546.00,3091.0000
69773,0.00,0.00,0.00,0,4.069,44.687,-18.244,1.037,-0.127,0.319,40.44,951.00,1493.00,-581.00,3095.0000
69803,0.00,0.00,0.00,0,3.366,34.473,-41.473,0.907,-0.116,0.474,40.39,946.00,1457.00,-588.00,3093.0000
69833,0.00,0.00,0.00,0,6.137,13.061,-49.229,1.016,-0.054,0.380,40.67,922.00,1447.00,-603.00,3091.0000
69863,0.00,0.00,0.00,0,2.527,12.160,-57.031,0.948,-0.008,0.377,40.44,886.00,1455.00,-606.00,3091.0000
69898,0.00,0.00,0.00,0,-8.008,5.282,-59.160,0.988,0.041,0.337,40.72,845.00,1457.00,-628.00,3093.0000
69929,0.00,0.00,0.00,0,-9.916,8.962,-54.641,0.986,0.039,0.384,40.58,835.00,1445.00,-613.00,3091.0000
69959,0.00,0.00,0.00,0,-3.725,-21.725,-76.672,0.885,0.049,0.434,40.44,806.00,1465.00,-613.00,3095.0000
70000,0.00,0.00,0.00,0,-14.092,-16.053,-70.931,1.018,0.192,0.245,40.25,746.00,1512.00,-601.00,3094.0000
70030,0.00,0.00,0.00,0,-6.840,-28.725,-60.015,0.884,0.105,0.419,40.77,722.00,1486.00,-578.00,3092.0000
70065,0.00,0.00,0.00,0,6.832,-58.924,-88.847,0.979,0.108,0.331,40.67,670.00,1517.00,-561.00,3094.0000
70095,0.00,0.00,0.00,0,-6.687,-32.557,-65.504,0.985,0.361,0.142,40.53,618.00,1545.00,-508.00,3091.0000
70125,0.00,0.00,0.00,0,-13.870,-39.000,-36.252,0.858,0.240,0.315,40.25,607.00,1566.00,-496.00,3090.0000
70155,0.00,0.00,0.00,0,-6.137,-84.351,-67.427,1.051,0.202,0.255,40.44,540.00,1588.00,-473.00,3093.0000
70186,0.00,0.00,0.00,0,-15.618,-52.847,-34.672,0.913,0.471,0.145,40.44,552.00,1607.00,-433.00,3090.0000
70236,0.00,0.00,0.00,0,-15.809,-74.313,-37.908,0.939,0.201,0.131,40.77,527.00,1651.00,-338.00,3093.0000
70266,0.00,0.00,0.00,0,-4.427,-69.458,-17.053,0.977,0.408,0.152,40.44,527.00,1663.00,-285.00,3094.0000
70296,0.00,0.00,0.00,0,2.443,-72.229,14.649,1.018,0.344,0.051,40.53,521.00,1706.00,-225.00,3092.0000
70326,0.00,0.00,0.00,0,4.603,-89.802,17.046,0.902,0.313,0.146,40.67,537.00,1716.00,-197.00,3095.0000
70357,0.00,0.00,0.00,0,15.405,-108.473,39.374,1.102,0.330,-0.197,40.53,561.00,1752.00,-127.00,3090.0000
70392,0.00,0.00,0.00,0,25.832,-19.298,50.206,0.968,0.273,-0.096,40.53,583.00,1755.00,-85.00,3094.0000
70422,0.00,0.00,0.00,0,35.962,-23.924,51.168,0.929,0.278,-0.018,40.72,638.00,1765.00,-55.00,3092.0000
70452,0.00,0.00,0.00,0,27.855,-1.122,57.710,1.189,0.254,-0.341,40.58,662.00,1755.00,-65.00,3089.0000
70482,0.00,0.00,0.00,0,32.153,28.672,84.702,0.924,0.332,-0.107,40.72,693.00,1750.00,-80.00,3094.0000
70512,0.00,0.00,0.00,0,22.756,20.198,65.763,1.020,0.017,-0.083,40.67,756.00,1745.00,-95.00,3094.0000
70547,0.00,0.00,0.00,0,42.053,19.588,47.305,1.029,0.195,-0.122,40.53,790.00,1736.00,-112.00,3093.0000
70577,0.00,0.00,0.00,0,29.168,47.687,69.855,1.037,0.166,-0.190,40.72,821.00,1726.00,-132.00,3092.0000
70608,0.00,0.00,0.00,0,25.504,57.260,74.008,1.049,0.030,-0.101,40.39,876.00,1711.00,-170.00,3093.0000
70638,0.00,0.00,0.00,0,33.206,60.260,56.679,1.040,-0.031,0.006,40.44,922.00,1690.00,-197.00,3093.0000
70668,0.00,0.00,0.00,0,28.115,47.427,43.641,1.045,0.052,-0.005,40.53,941.00,1653.00,-247.00,3092.0000
70703,0.00,0.00,0.00,0,11.443,77.611,47.504,1.029,-0.034,0.074,40.58,975.00,1631.00,-300.00,3093.0000
70735,0.00,0.00,0.00,0,5.695,79.962,30.573,1.147,-0.072,0.077,40.53,991.00,1607.00,-351.00,3089.0000
70869,0.00,0.00,0.00,0,8.374,90.992,-10.137,0.949,-0.115,0.282,40.44,1008.00,1421.00,-586.00,3093.0000
70999,0.00,0.00,0.00,0,8.824,41.198,-118.237,0.934,-0.050,0.521,40.25,905.00,1295.00,-750.00,3091.0000
71139,0.00,0.00,0.00,0,8.176,65.053,-111.366,0.781,0.436,0.561,40.44,643.00,1186.00,-860.00,3093.0000
71324,0.00,0.00,0.00,0,-3.740,64.198,-98.481,0.493,0.272,0.831,40.44,522.00,915.00,-988.00,3093.0000
71477,0.00,0.00,0.00,0,2.504,28.641,-91.305,0.279,0.573,0.819,40.67,365.00,752.00,-1018.00,3093.0000
71584,0.00,0.00,0.00,0,34.702,20.985,-131.313,0.111,0.623,0.775,40.67,251.00,638.00,-1016.00,3093.0000
71614,0.00,0.00,0.00,0,46.550,21.672,-139.641,0.143,0.542,0.760,40.72,177.00,600.00,-1011.00,3093.0000
71645,0.00,0.00,0.00,0,58.611,15.168,-138.824,-0.023,0.609,0.778,40.34,123.00,566.00,-988.00,3093.0000
71680,0.00,0.00,0.00,0,80.733,-1.565,-160.435,-0.003,0.517,0.702,40.67,40.00,515.00,-981.00,3094.0000
71710,0.00,0.00,0.00,0,115.893,22.687,-176.855,-0.091,0.506,0.605,40.58,-32.00,473.00,-957.00,3094.0000
71740,0.00,0.00,0.00,0,114.153,3.878,-155.947,-0.259,0.923,0.734,40.72,-126.00,403.00,-915.00,3095.0000
71771,0.00,0.00,0.00,0,104.405,-7.023,-112.893,-0.261,0.696,0.568,40.67,-191.00,367.00,-875.00,3094.0000
71801,0.00,0.00,0.00,0,110.145,-14.756,-119.489,-0.178,0.686,0.660,40.44,-277.00,333.00,-832.00,3091.0000
71836,0.00,0.00,0.00,0,109.824,-9.260,-110.344,-0.350,0.979,0.521,40.58,-357.00,275.00,-785.00,3093.0000
71866,0.00,0.00,0.00,0,72.947,-25.099,-84.870,-0.308,0.705,0.500,40.67,-417.00,251.00,-730.00,3094.0000
71897,0.00,0.00,0.00,0,119.305,-24.061,-143.824,-0.299,0.531,0.255,40.58,-456.00,210.00,-715.00,3093.0000
71927,0.00,0.00,0.00,0,135.107,-4.420,-164.489,-0.456,1.083,0.430,40.44,-513.00,152.00,-631.00,3094.0000
71957,0.00,0.00,0.00,0,59.099,-10.649,-82.458,-0.514,0.956,0.354,40.39,-561.00,70.00,-583.00,3095.0000
71992,0.00,0.00,0.00,0,42.863,-2.069,-108.092,-0.440,0.604,0.379,40.67,-563.00,28.00,-551.00,3094.0000
72023,0.00,0.00,0.00,0,50.626,-0.885,-133.580,-0.591,0.730,0.360,40.39,-568.00,-38.00,-546.00,3093.0000
72063,0.00,0.00,0.00,0,38.809,-9.168,-122.198,-0.639,0.717,0.448,40.67,-566.00,-122.00,-521.00,3094.0000
72094,0.00,0.00,0.00,0,66.962,-14.344,-146.695,-0.674,0.564,0.362,40.44,-545.00,-173.00,-491.00,3091.0000
72124,0.00,0.00,0.00,0,59.672,9.710,-152.420,-0.725,0.652,0.174,40.67,-527.00,-277.00,-466.00,3093.0000
72175,0.00,0.00,0.00,0,55.618,-16.626,-133.481,-0.835,0.411,0.340,40.25,-480.00,-380.00,-416.00,3094.0000
72216,0.00,0.00,0.00,0,34.206,25.359,-112.603,-0.937,0.494,0.280,40.67,-456.00,-481.00,-381.00,3093.0000
72247,0.00,0.00,0.00,0,44.565,1.412,-103.267,-0.945,0.430,0.219,40.53,-407.00,-530.00,-358.00,3094.0000
72277,0.00,0.00,0.00,0,42.748,-1.573,-103.267,-0.805,0.327,0.265,40.67,-371.00,-592.00,-336.00,3092.0000
72307,0.00,0.00,0.00,0,50.924,-11.817,-104.038,-0.955,0.312,0.274,40.67,-350.00,-631.00,-336.00,3091.0000
72343,0.00,0.00,0.00,0,73.473,-13.130,-130.084,-0.812,0.103,0.153,40.72,-295.00,-670.00,-317.00,3091.0000
72373,0.00,0.00,0.00,0,70.481,18.878,-151.061,-0.891,0.278,0.259,40.25,-258.00,-716.00,-275.00,3095.0000
72403,0.00,0.00,0.00,0,61.252,17.168,-131.008,-1.017,0.184,0.167,40.77,-172.00,-778.00,-252.00,3093.0000
72434,0.00,0.00,0.00,0,55.366,10.496,-112.344,-0.930,0.028,0.143,40.58,-126.00,-815.00,-237.00,3094.0000
72469,0.00,0.00,0.00,0,75.489,8.855,-97.405,-0.968,0.096,0.128,40.53,-50.00,-853.00,-225.00,3090.0000
72499,0.00,0.00,0.00,0,49.229,15.275,-63.870,-0.936,0.073,0.169,40.39,-26.00,-883.00,-190.00,3093.0000
72530,0.00,0.00,0.00,0,36.634,21.130,-43.817,-0.967,-0.051,0.117,40.58,1.00,-891.00,-172.00,3090.0000
72560,0.00,0.00,0.00,0,37.046,32.580,-37.969,-0.935,0.023,0.127,40.67,21.00,-920.00,-157.00,3094.0000
72590,0.00,0.00,0.00,0,29.893,45.298,-31.366,-0.977,-0.029,0.099,40.58,35.00,-922.00,-127.00,3091.0000
72626,0.00,0.00,0.00,0,32.626,55.137,-7.710,-1.006,-0.062,0.108,40.25,45.00,-948.00,-87.00,3093.0000
72656,0.00,0.00,0.00,0,35.725,57.023,26.595,-1.001,0.002,0.099,40.67,40.00,-930.00,-45.00,3095.0000
72686,0.00,0.00,0.00,0,21.496,60.198,75.908,-0.968,0.067,0.042,40.44,-13.00,-931.00,-10.00,3093.0000
72717,0.00,0.00,0.00,0,16.733,56.305,76.527,-0.950,-0.051,0.010,40.53,-66.00,-917.00,20.00,3091.0000
72747,0.00,0.00,0.00,0,22.634,44.992,34.313,-0.982,0.024,-0.054,40.67,-102.00,-902.00,62.00,3092.0000
72782,0.00,0.00,0.00,0,-1.252,27.092,47.504,-0.925,0.160,0.018,40.58,-136.00,-888.00,90.00,3095.0000
72813,0.00,0.00,0.00,0,14.252,11.214,70.901,-1.093,0.116,-0.020,40.25,-180.00,-878.00,97.00,3093.0000
72843,0.00,0.00,0.00,0,6.672,-13.435,50.389,-0.977,0.067,-0.055,40.58,-222.00,-861.00,107.00,3091.0000
72873,0.00,0.00,0.00,0,13.809,-29.229,46.115,-1.005,0.159,0.014,40.39,-248.00,-820.00,87.00,3094.0000
72904,0.00,0.00,0.00,0,33.168,-43.229,44.031,-1.031,0.114,0.012,40.44,-287.00,-820.00,67.00,3095.0000
72939,0.00,0.00,0.00,0,11.305,-59.122,31.519,-0.980,0.140,-0.041,40.67,-318.00,-796.00,37.00,3095.0000
72969,0.00,0.00,0.00,0,-8.252,-44.015,18.550,-0.896,0.135,0.028,40.58,-336.00,-786.00,27.00,3091.0000
73000,0.00,0.00,0.00,0,-18.634,-39.061,-2.893,-0.882,0.095,0.084,40.58,-336.00,-767.00,-17.00,3093.0000
73030,0.00,0.00,0.00,0,-4.359,-33.427,-24.229,-0.893,0.085,0.080,40.44,-333.00,-770.00,-32.00,3094.0000
73071,0.00,0.00,0.00,0,1.359,-37.321,-49.153,-0.913,0.115,0.123,40.44,-295.00,-788.00,-65.00,3091.0000
73106,0.00,0.00,0.00,0,-0.389,-39.282,-55.634,-0.967,0.149,0.188,40.34,-253.00,-806.00,-90.00,3093.0000
73137,0.00,0.00,0.00,0,-4.130,-36.740,-47.771,-0.974,0.159,0.142,40.53,-206.00,-830.00,-125.00,3095.0000
73167,0.00,0.00,0.00,0,0.168,-29.809,-55.290,-0.935,0.043,0.143,40.58,-186.00,-825.00,-152.00,3093.0000
73197,0.00,0.00,0.00,0,11.115,1.931,-79.779,-0.944,-0.032,0.164,40.53,-128.00,-850.00,-145.00,3092.0000
73229,0.00,0.00,0.00,0,13.229,-0.817,-93.893,-0.979,0.019,0.179,40.39,-91.00,-861.00,-137.00,3093.0000
73278,0.00,0.00,0.00,0,5.603,8.611,-42.847,-0.923,-0.058,0.170,40.67,-8.00,-910.00,-150.00,3093.0000
73317,0.00,0.00,0.00,0,14.130,16.817,-58.321,-0.924,-0.139,0.178,40.72,32.00,-915.00,-152.00,3091.0000
73347,0.00,0.00,0.00,0,20.137,30.985,-55.649,-0.936,-0.115,0.117,40.58,66.00,-943.00,-120.00,3089.0000
73378,0.00,0.00,0.00,0,25.069,44.603,-34.870,-0.970,-0.043,0.102,40.25,92.00,-948.00,-92.00,3089.0000
73408,0.00,0.00,0.00,0,13.786,45.313,-18.130,-0.936,-0.154,0.101,40.67,110.00,-951.00,-67.00,3093.0000
73459,0.00,0.00,0.00,0,0.687,71.267,-27.305,-0.854,-0.081,0.068,40.34,136.00,-980.00,-12.00,3093.0000
73501,0.00,0.00,0.00,0,13.725,57.298,-4.076,-1.039,-0.017,0.044,40.44,157.00,-1011.00,50.00,3094.0000
73531,0.00,0.00,0.00,0,-0.115,58.237,54.153,-0.983,-0.092,-0.026,40.58,126.00,-985.00,97.00,3094.0000
73562,0.00,0.00,0.00,0,-13.702,54.061,37.000,-0.937,-0.244,-0.014,40.44,97.00,-990.00,135.00,3095.0000
73592,0.00,0.00,0.00,0,0.084,52.733,18.954,-0.920,-0.184,-0.024,40.58,68.00,-980.00,160.00,3097.0000
73628,0.00,0.00,0.00,0,12.382,37.679,25.649,-1.031,-0.099,-0.032,40.72,60.00,-982.00,190.00,3093.0000
73658,0.00,0.00,0.00,0,0.710,25.115,53.260,-0.976,-0.022,-0.106,40.44,23.00,-980.00,217.00,3093.0000
73689,0.00,0.00,0.00,0,-2.740,19.092,68.115,-1.031,-0.114,-0.045,40.58,-23.00,-956.00,227.00,3093.0000
73719,0.00,0.00,0.00,0,5.183,-13.649,61.412,-1.032,-0.021,-0.063,40.72,-71.00,-956.00,237.00,3091.0000
73750,0.00,0.00,0.00,0,-5.405,-20.382,87.099,-1.015,0.108,-0.098,40.39,-128.00,-922.00,210.00,3093.0000
73785,0.00,0.00,0.00,0,-17.092,-44.595,74.641,-0.958,-0.017,-0.010,40.53,-196.00,-902.00,205.00,3093.0000
73816,0.00,0.00,0.00,0,-14.351,-46.817,55.427,-0.931,0.055,-0.079,40.53,-232.00,-878.00,142.00,3095.0000
73846,0.00,0.00,0.00,0,-13.023,-40.656,55.099,-0.907,0.132,0.001,40.67,-277.00,-873.00,112.00,3091.0000
73877,0.00,0.00,0.00,0,-13.626,-49.191,63.183,-0.897,0.085,0.097,40.72,-318.00,-835.00,85.00,3090.0000
73907,0.00,0.00,0.00,0,2.267,-55.229,27.450,-0.881,0.011,0.033,40.53,-337.00,-808.00,42.00,3093.0000
73942,0.00,0.00,0.00,0,4.137,-47.863,-7.252,-0.942,0.138,0.022,40.58,-336.00,-806.00,10.00,3092.0000
73973,0.00,0.00,0.00,0,-3.153,-51.298,-14.160,-0.935,0.179,0.143,40.77,-336.00,-791.00,-15.00,3091.0000
74004,0.00,0.00,0.00,0,0.779,-46.550,-19.901,-0.983,0.139,0.095,40.39,-318.00,-801.00,-57.00,3093.0000
74034,0.00,0.00,0.00,0,-0.145,-40.603,-32.382,-0.934,0.119,0.177,40.67,-308.00,-803.00,-82.00,3095.0000
74075,0.00,0.00,0.00,0,5.237,-43.076,-29.260,-0.907,0.240,0.182,40.67,-282.00,-817.00,-122.00,3091.0000
74111,0.00,0.00,0.00,0,4.763,-41.740,-32.298,-0.903,0.076,0.231,40.44,-248.00,-811.00,-150.00,3095.0000
74141,0.00,0.00,0.00,0,4.344,-41.466,-52.229,-0.951,0.010,0.244,40.58,-215.00,-822.00,-165.00,3095.0000
74171,0.00,0.00,0.00,0,12.389,-22.901,-57.038,-0.938,0.061,0.262,40.44,-196.00,-827.00,-185.00,3095.0000
